val_ids,dumbpredwtags,val_gt_size,dumbprednotags,dumbpredselect,dumbpredselect2,dumbprednotags2,proposal_size,dumbpredselect_epc100
Case26_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144350,3106]","[140225, 8000]"
Case26_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146704,752]","[0, 0]"
Case26_10.nii,"[140225, 8000]","[139476.0, 8749.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145696,1760]","[140225, 8000]"
Case26_11.nii,"[140225, 8000]","[139412.0, 8813.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145389,2067]","[140225, 8000]"
Case26_12.nii,"[140225, 8000]","[139819.0, 8406.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case26_13.nii,"[140225, 8000]","[141639.0, 6586.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case26_14.nii,"[140225, 8000]","[144290.0, 3935.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142622,4834]","[140225, 8000]"
Case26_15.nii,"[140225, 8000]","[145252.0, 2973.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138589,8867]","[0, 0]"
Case26_16.nii,"[140225, 8000]","[147659.0, 566.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case26_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139763,7693]","[0, 0]"
Case26_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141093,6363]","[0, 0]"
Case26_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[134642,12814]","[0, 0]"
Case26_2.nii,"[140225, 8000]","[146979.0, 1246.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139544,7912]","[0, 0]"
Case26_3.nii,"[140225, 8000]","[146354.0, 1871.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145672,1784]","[0, 0]"
Case26_4.nii,"[140225, 8000]","[145420.0, 2805.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146106,1350]","[0, 0]"
Case26_5.nii,"[140225, 8000]","[144513.0, 3712.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case26_6.nii,"[140225, 8000]","[143369.0, 4856.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146707,749]","[140225, 8000]"
Case26_7.nii,"[140225, 8000]","[141401.0, 6824.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case26_8.nii,"[140225, 8000]","[140625.0, 7600.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145963,1493]","[140225, 8000]"
Case26_9.nii,"[140225, 8000]","[139936.0, 8289.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[136560,10896]","[140225, 8000]"
Case27_0.nii,"[140225, 8000]","[144806.0, 3419.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147124,332]","[0, 0]"
Case27_1.nii,"[140225, 8000]","[143518.0, 4707.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[136154,11302]","[0, 0]"
Case27_10.nii,"[140225, 8000]","[142750.0, 5475.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147258,198]","[0, 0]"
Case27_11.nii,"[140225, 8000]","[144828.0, 3397.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case27_12.nii,"[140225, 8000]","[146658.0, 1567.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142314,5142]","[0, 0]"
Case27_13.nii,"[140225, 8000]","[147256.0, 969.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[143342,4114]","[148225, 0]"
Case27_14.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[0, 0]"
Case27_2.nii,"[140225, 8000]","[141441.0, 6784.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147439,17]","[0, 0]"
Case27_3.nii,"[140225, 8000]","[139098.0, 9127.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141319,6137]","[140225, 8000]"
Case27_4.nii,"[140225, 8000]","[138013.0, 10212.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144544,2912]","[140225, 8000]"
Case27_5.nii,"[140225, 8000]","[136858.0, 11367.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145755,1701]","[140225, 8000]"
Case27_6.nii,"[140225, 8000]","[136785.0, 11440.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145852,1604]","[140225, 8000]"
Case27_7.nii,"[140225, 8000]","[136524.0, 11701.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140492,6964]","[140225, 8000]"
Case27_8.nii,"[140225, 8000]","[137318.0, 10907.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141083,6373]","[140225, 8000]"
Case27_9.nii,"[140225, 8000]","[141160.0, 7065.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147413,43]","[0, 0]"
Case28_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143250,4206]","[140225, 8000]"
Case28_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case28_10.nii,"[140225, 8000]","[139969.0, 8256.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145608,1848]","[140225, 8000]"
Case28_11.nii,"[140225, 8000]","[140482.0, 7743.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case28_12.nii,"[140225, 8000]","[141041.0, 7184.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142053,5403]","[140225, 8000]"
Case28_13.nii,"[140225, 8000]","[143828.0, 4397.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140427,7029]","[140225, 8000]"
Case28_14.nii,"[140225, 8000]","[144480.0, 3745.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146596,860]","[140225, 8000]"
Case28_15.nii,"[140225, 8000]","[145614.0, 2611.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140183,7273]","[140225, 8000]"
Case28_16.nii,"[140225, 8000]","[145757.0, 2468.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142428,5028]","[0, 0]"
Case28_17.nii,"[140225, 8000]","[147272.0, 953.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143407,4049]","[0, 0]"
Case28_18.nii,"[140225, 8000]","[147298.0, 927.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145991,1465]","[0, 0]"
Case28_19.nii,"[140225, 8000]","[147636.0, 589.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147439,17]","[148225, 0]"
Case28_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143872,3584]","[140225, 8000]"
Case28_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147111,345]","[140225, 8000]"
Case28_4.nii,"[140225, 8000]","[147262.0, 963.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142492,4964]","[0, 0]"
Case28_5.nii,"[140225, 8000]","[145835.0, 2390.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147435,21]","[0, 0]"
Case28_6.nii,"[140225, 8000]","[143685.0, 4540.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[135689,11767]","[140225, 8000]"
Case28_7.nii,"[140225, 8000]","[142307.0, 5918.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]","[140225, 8000]"
Case28_8.nii,"[140225, 8000]","[141339.0, 6886.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146251,1205]","[140225, 8000]"
Case28_9.nii,"[140225, 8000]","[140605.0, 7620.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144561,2895]","[140225, 8000]"
Case29_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[137640,9816]","[0, 0]"
Case29_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146301,1155]","[0, 0]"
Case29_10.nii,"[140225, 8000]","[142841.0, 5384.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147126,330]","[140225, 8000]"
Case29_11.nii,"[140225, 8000]","[142024.0, 6201.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144078,3378]","[140225, 8000]"
Case29_12.nii,"[140225, 8000]","[141592.0, 6633.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144299,3157]","[140225, 8000]"
Case29_13.nii,"[140225, 8000]","[141553.0, 6672.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140078,7378]","[140225, 8000]"
Case29_14.nii,"[140225, 8000]","[143027.0, 5198.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[137525,9931]","[140225, 8000]"
Case29_15.nii,"[140225, 8000]","[147455.0, 770.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147456,0]","[148225, 0]"
Case29_16.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139854,7602]","[0, 0]"
Case29_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[0, 0]"
Case29_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142169,5287]","[148225, 0]"
Case29_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147456,0]","[148225, 0]"
Case29_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[136525,10931]","[0, 0]"
Case29_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147281,175]","[0, 0]"
Case29_4.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]","[0, 0]"
Case29_5.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144964,2492]","[0, 0]"
Case29_6.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141717,5739]","[0, 0]"
Case29_7.nii,"[140225, 8000]","[146339.0, 1886.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[136772,10684]","[0, 0]"
Case29_8.nii,"[140225, 8000]","[145225.0, 3000.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139480,7976]","[0, 0]"
Case29_9.nii,"[140225, 8000]","[144336.0, 3889.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147451,5]","[140225, 8000]"
