Unnamed: 0;val_ids;val_gt_size;dumbpredwtags;dumbpredwtags2;dumbprednotags2;m8;dumbpredwtags3;dumbpredwtags4;dumbpredwtags5;dumbpredwtags6;m6;m4;m2;dumbprednotags3;dumbpredselect2
399;Subj_1_14.png;[64188, 1348];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63109.6, 2426.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63379.2, 2156.8];[63648.8, 1887.1999999999998];[63918.4, 1617.6];[63754, 1782];[63754, 1782]
250;Subj_1_15.png;[64133, 1403];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63010.6, 2525.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63291.2, 2244.8];[63571.8, 1964.1999999999998];[63852.4, 1683.6];[63754, 1782];[63754, 1782]
201;Subj_1_16.png;[64062, 1474];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62882.8, 2653.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63177.6, 2358.4];[63472.4, 2063.6];[63767.2, 1768.8];[63754, 1782];[63754, 1782]
94;Subj_1_17.png;[64026, 1510];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62818.0, 2718.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63120.0, 2416.0];[63422.0, 2114.0];[63724.0, 1812.0];[63754, 1782];[63754, 1782]
179;Subj_1_18.png;[64082, 1454];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62918.8, 2617.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63209.6, 2326.4];[63500.4, 2035.6];[63791.2, 1744.8];[63754, 1782];[63754, 1782]
114;Subj_1_19.png;[64037, 1499];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62837.8, 2698.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63137.6, 2398.4];[63437.4, 2098.6];[63737.2, 1798.8];[63754, 1782];[63754, 1782]
97;Subj_1_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
278;Subj_1_20.png;[64088, 1448];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62929.6, 2606.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63219.2, 2316.8];[63508.8, 2027.1999999999998];[63798.4, 1737.6];[63754, 1782];[63754, 1782]
369;Subj_1_21.png;[64081, 1455];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62917.0, 2619.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63208.0, 2328.0];[63499.0, 2036.9999999999998];[63790.0, 1746.0];[63754, 1782];[63754, 1782]
83;Subj_1_22.png;[64162, 1374];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63062.8, 2473.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63337.6, 2198.4];[63612.4, 1923.6];[63887.2, 1648.8];[63754, 1782];[63754, 1782]
208;Subj_1_23.png;[64250, 1286];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63221.2, 2314.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63478.4, 2057.6];[63735.6, 1800.3999999999999];[63992.8, 1543.2];[63754, 1782];[63754, 1782]
213;Subj_1_24.png;[64254, 1282];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63228.4, 2307.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63484.8, 2051.2000000000003];[63741.2, 1794.8];[63997.6, 1538.3999999999999];[63754, 1782];[63754, 1782]
67;Subj_1_25.png;[64354, 1182];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63408.4, 2127.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63644.8, 1891.2];[63881.2, 1654.8];[64117.6, 1418.3999999999999];[63754, 1782];[63754, 1782]
373;Subj_1_26.png;[64499, 1037];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63669.4, 1866.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63876.8, 1659.2];[64084.2, 1451.8];[64291.6, 1244.3999999999999];[63754, 1782];[63754, 1782]
264;Subj_1_27.png;[64689, 847];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64011.4, 1524.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64180.8, 1355.2];[64350.2, 1185.8];[64519.6, 1016.4];[63754, 1782];[63754, 1782]
352;Subj_1_28.png;[65022, 514];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64610.8, 925.2];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64713.6, 822.4000000000001];[64816.4, 719.5999999999999];[64919.2, 616.8];[63754, 1782];[63754, 1782]
285;Subj_1_29.png;[65146, 390];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64834.0, 702.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64912.0, 624.0];[64990.0, 546.0];[65068.0, 468.0];[63754, 1782];[63754, 1782]
183;Subj_1_3.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
454;Subj_1_30.png;[65279, 257];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65073.4, 462.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65124.8, 411.20000000000005];[65176.2, 359.79999999999995];[65227.6, 308.4];[63754, 1782];[63754, 1782]
313;Subj_1_31.png;[65364, 172];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65226.4, 309.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65260.8, 275.2];[65295.2, 240.79999999999998];[65329.6, 206.4];[63754, 1782];[63754, 1782]
140;Subj_1_32.png;[65503, 33];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65476.6, 59.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65483.2, 52.800000000000004];[65489.8, 46.199999999999996];[65496.4, 39.6];[63754, 1782];[0,0]
33;Subj_1_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
38;Subj_1_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
130;Subj_1_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
199;Subj_1_4.png;[65485, 51];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65444.2, 91.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65454.4, 81.60000000000001];[65464.6, 71.39999999999999];[65474.8, 61.199999999999996];[63754, 1782];[0,0]
91;Subj_1_5.png;[65380, 156];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65255.2, 280.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65286.4, 249.60000000000002];[65317.6, 218.39999999999998];[65348.8, 187.2];[63754, 1782];[0,0]
398;Subj_1_6.png;[65176, 360];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64888.0, 648.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64960.0, 576.0];[65032.0, 503.99999999999994];[65104.0, 432.0];[63754, 1782];[63754, 1782]
249;Subj_1_7.png;[65011, 525];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64591.0, 945.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64696.0, 840.0];[64801.0, 735.0];[64906.0, 630.0];[63754, 1782];[63754, 1782]
404;Subj_1_8.png;[64723, 813];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64072.6, 1463.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64235.2, 1300.8000000000002];[64397.8, 1138.1999999999998];[64560.4, 975.5999999999999];[63754, 1782];[63754, 1782]
240;Subj_1_9.png;[64531, 1005];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63727.0, 1809.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63928.0, 1608.0];[64129.0, 1407.0];[64330.0, 1206.0];[63754, 1782];[63754, 1782]
425;Subj_2_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
334;Subj_2_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
366;Subj_2_10.png;[64392, 1144];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63476.8, 2059.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63705.6, 1830.4];[63934.4, 1601.6];[64163.2, 1372.8];[63754, 1782];[63754, 1782]
274;Subj_2_11.png;[64300, 1236];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63311.2, 2224.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63558.4, 1977.6000000000001];[63805.6, 1730.3999999999999];[64052.8, 1483.2];[63754, 1782];[63754, 1782]
204;Subj_2_12.png;[64213, 1323];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63154.6, 2381.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63419.2, 2116.8];[63683.8, 1852.1999999999998];[63948.4, 1587.6];[63754, 1782];[63754, 1782]
77;Subj_2_13.png;[64142, 1394];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63026.8, 2509.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63305.6, 2230.4];[63584.4, 1951.6];[63863.2, 1672.8];[63754, 1782];[63754, 1782]
71;Subj_2_14.png;[64248, 1288];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63217.6, 2318.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63475.2, 2060.8];[63732.8, 1803.1999999999998];[63990.4, 1545.6];[63754, 1782];[63754, 1782]
218;Subj_2_15.png;[64161, 1375];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63061.0, 2475.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63336.0, 2200.0];[63611.0, 1924.9999999999998];[63886.0, 1650.0];[63754, 1782];[63754, 1782]
269;Subj_2_16.png;[64051, 1485];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62863.0, 2673.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63160.0, 2376.0];[63457.0, 2079.0];[63754.0, 1782.0];[63754, 1782];[63754, 1782]
379;Subj_2_17.png;[64116, 1420];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62980.0, 2556.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63264.0, 2272.0];[63548.0, 1987.9999999999998];[63832.0, 1704.0];[63754, 1782];[63754, 1782]
291;Subj_2_18.png;[64241, 1295];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63205.0, 2331.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63464.0, 2072.0];[63723.0, 1812.9999999999998];[63982.0, 1554.0];[63754, 1782];[63754, 1782]
357;Subj_2_19.png;[64226, 1310];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63178.0, 2358.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63440.0, 2096.0];[63702.0, 1833.9999999999998];[63964.0, 1572.0];[63754, 1782];[63754, 1782]
146;Subj_2_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
188;Subj_2_20.png;[64204, 1332];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63138.4, 2397.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63404.8, 2131.2000000000003];[63671.2, 1864.8];[63937.6, 1598.3999999999999];[63754, 1782];[63754, 1782]
101;Subj_2_21.png;[64201, 1335];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63133.0, 2403.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63400.0, 2136.0];[63667.0, 1868.9999999999998];[63934.0, 1602.0];[63754, 1782];[63754, 1782]
387;Subj_2_22.png;[64241, 1295];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63205.0, 2331.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63464.0, 2072.0];[63723.0, 1812.9999999999998];[63982.0, 1554.0];[63754, 1782];[63754, 1782]
257;Subj_2_23.png;[64319, 1217];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63345.4, 2190.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63588.8, 1947.2];[63832.2, 1703.8];[64075.6, 1460.3999999999999];[63754, 1782];[63754, 1782]
243;Subj_2_24.png;[64290, 1246];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63293.2, 2242.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63542.4, 1993.6000000000001];[63791.6, 1744.3999999999999];[64040.8, 1495.2];[63754, 1782];[63754, 1782]
392;Subj_2_25.png;[64392, 1144];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63476.8, 2059.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63705.6, 1830.4];[63934.4, 1601.6];[64163.2, 1372.8];[63754, 1782];[63754, 1782]
87;Subj_2_26.png;[64553, 983];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63766.6, 1769.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63963.2, 1572.8000000000002];[64159.8, 1376.1999999999998];[64356.4, 1179.6];[63754, 1782];[63754, 1782]
194;Subj_2_27.png;[64769, 767];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64155.4, 1380.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64308.8, 1227.2];[64462.2, 1073.8];[64615.6, 920.4];[63754, 1782];[63754, 1782]
109;Subj_2_28.png;[65133, 403];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64810.6, 725.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64891.2, 644.8000000000001];[64971.8, 564.1999999999999];[65052.4, 483.59999999999997];[63754, 1782];[63754, 1782]
173;Subj_2_29.png;[65240, 296];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65003.2, 532.8000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65062.4, 473.6];[65121.6, 414.4];[65180.8, 355.2];[63754, 1782];[63754, 1782]
25;Subj_2_3.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
20;Subj_2_30.png;[65374, 162];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65244.4, 291.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65276.8, 259.2];[65309.2, 226.79999999999998];[65341.6, 194.4];[63754, 1782];[0,0]
163;Subj_2_31.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
327;Subj_2_32.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[65536,0]
438;Subj_2_33.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
423;Subj_2_34.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
331;Subj_2_35.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
9;Subj_2_4.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
151;Subj_2_5.png;[65381, 155];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[65257.0, 279.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[65288.0, 248.0];[65319.0, 217.0];[65350.0, 186.0];[63754, 1782];[0,0]
321;Subj_2_6.png;[65104, 432];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64758.4, 777.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64844.8, 691.2];[64931.2, 604.8];[65017.6, 518.4];[63754, 1782];[63754, 1782]
431;Subj_2_7.png;[64820, 716];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64247.2, 1288.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64390.4, 1145.6000000000001];[64533.6, 1002.4];[64676.8, 859.1999999999999];[63754, 1782];[63754, 1782]
346;Subj_2_8.png;[64683, 853];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[64000.6, 1535.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[64171.2, 1364.8000000000002];[64341.8, 1194.1999999999998];[64512.4, 1023.5999999999999];[63754, 1782];[63754, 1782]
411;Subj_2_9.png;[64525, 1011];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63716.2, 1819.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63918.4, 1617.6000000000001];[64120.6, 1415.3999999999999];[64322.8, 1213.2];[63754, 1782];[63754, 1782]
365;Subj_3_0.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
273;Subj_3_1.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
32;Subj_3_10.png;[64410, 1126];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63509.2, 2026.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63734.4, 1801.6000000000001];[63959.6, 1576.3999999999999];[64184.8, 1351.2];[63754, 1782];[63754, 1782]
139;Subj_3_11.png;[64266, 1270];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63250.0, 2286.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63504.0, 2032.0];[63758.0, 1778.0];[64012.0, 1524.0];[63754, 1782];[63754, 1782]
309;Subj_3_12.png;[64175, 1361];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63086.2, 2449.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63358.4, 2177.6];[63630.6, 1905.3999999999999];[63902.8, 1633.2];[63754, 1782];[63754, 1782]
451;Subj_3_13.png;[64174, 1362];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63084.4, 2451.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63356.8, 2179.2000000000003];[63629.2, 1906.8];[63901.6, 1634.3999999999999];[63754, 1782];[63754, 1782]
441;Subj_3_14.png;[64092, 1444];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62936.8, 2599.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63225.6, 2310.4];[63514.4, 2021.6];[63803.2, 1732.8];[63754, 1782];[63754, 1782]
315;Subj_3_15.png;[64149, 1387];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63039.4, 2496.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63316.8, 2219.2000000000003];[63594.2, 1941.8];[63871.6, 1664.3999999999999];[63754, 1782];[63754, 1782]
129;Subj_3_16.png;[64143, 1393];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63028.6, 2507.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63307.2, 2228.8];[63585.8, 1950.1999999999998];[63864.4, 1671.6];[63754, 1782];[63754, 1782]
37;Subj_3_17.png;[64181, 1355];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63097.0, 2439.0];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63368.0, 2168.0];[63639.0, 1896.9999999999998];[63910.0, 1626.0];[63754, 1782];[63754, 1782]
120;Subj_3_18.png;[64125, 1411];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[62996.2, 2539.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63278.4, 2257.6];[63560.6, 1975.3999999999999];[63842.8, 1693.2];[63754, 1782];[63754, 1782]
45;Subj_3_19.png;[64142, 1394];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63026.8, 2509.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63305.6, 2230.4];[63584.4, 1951.6];[63863.2, 1672.8];[63754, 1782];[63754, 1782]
205;Subj_3_2.png;[65536, 0];[65536, 0];[65536, 0];[64348.0, 1188.0];[65536.0, 0.0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536, 0];[65536.0, 0.0];[65536.0, 0.0];[65536.0, 0.0];[63754, 1782];[0,0]
324;Subj_3_20.png;[64164, 1372];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63066.4, 2469.6];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63340.8, 2195.2000000000003];[63615.2, 1920.8];[63889.6, 1646.3999999999999];[63754, 1782];[63754, 1782]
435;Subj_3_21.png;[64187, 1349];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63107.8, 2428.2000000000003];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63377.6, 2158.4];[63647.4, 1888.6];[63917.2, 1618.8];[63754, 1782];[63754, 1782]
10;Subj_3_22.png;[64298, 1238];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63307.6, 2228.4];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63555.2, 1980.8000000000002];[63802.8, 1733.1999999999998];[64050.4, 1485.6];[63754, 1782];[63754, 1782]
154;Subj_3_23.png;[64330, 1206];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63365.2, 2170.8];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63606.4, 1929.6000000000001];[63847.6, 1688.3999999999999];[64088.8, 1447.2];[63754, 1782];[63754, 1782]
148;Subj_3_24.png;[64429, 1107];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63543.4, 1992.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63764.8, 1771.2];[63986.2, 1549.8];[64207.6, 1328.3999999999999];[63754, 1782];[63754, 1782]
26;Subj_3_25.png;[64529, 1007];[64636, 900];[64348.0, 1188.0];[64348.0, 1188.0];[63723.4, 1812.6000000000001];[63754.0, 1782.0];[63160.0, 2376.0];[62566.0, 2970.0];[61972.0, 3564.0];[63924.8, 1611.2];[64126.2, 1409.8];[64327.6, 1208.3999999999999];[63754, 1782];[63754, 1782]
