Unnamed: 0,val_ids,val_diff,val_squared_diff,val_gt_size,val_pred_size,reldiff,reldiffsim,predsizewtags,dumbpredwtags,dumbpredwtags2
30,Case39_2.nii,"[147455.96875, 0.41197118163108826]",4305568.5,"[147456.0, 0.0]","[0.026018638163805008, 0.41197118163108826]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
129,Case39_20.nii,"[147455.96875, 0.41892725229263306]",0.1689,"[147456.0, 0.0]","[0.03512127697467804, 0.41892725229263306]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
59,Case39_21.nii,"[147455.953125, 0.4125507175922394]",1480364.5,"[147456.0, 0.0]","[0.040266722440719604, 0.4125507175922394]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
476,Case39_22.nii,"[147455.96875, 0.4068232476711273]",6194775.0,"[147456.0, 0.0]","[0.033207815140485764, 0.4068232476711273]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
315,Case39_23.nii,"[147455.96875, 0.4143316149711609]",6644559.5,"[147456.0, 0.0]","[0.02720024436712265, 0.4143316149711609]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
147,Case39_3.nii,"[146974.953125, 481.4198303222656]",4767075.0,"[146975.0, 481.0]","[0.040202684700489044, 0.41982966661453247]",1.0009,1.0009,"[147455.5801703334, 0.41982966661453247]","[140225, 8000]","[147018.0, 4372.0]"
142,Case39_4.nii,"[145991.953125, 1464.4158935546875]",5619839.0,"[145992.0, 1464.0]","[0.039758872240781784, 0.4158523678779602]",1.0003,1.0003,"[147455.58414763212, 0.4158523678779602]","[140225, 8000]","[147018.0, 4372.0]"
43,Case39_5.nii,"[145738.953125, 1717.406494140625]",2398130.0,"[145739.0, 1717.0]","[0.04041215777397156, 0.4064848721027374]",1.0002,1.0002,"[147455.5935151279, 0.4064848721027374]","[140225, 8000]","[147018.0, 4372.0]"
459,Case39_6.nii,"[145059.96875, 2396.4052734375]",17501410.0,"[145060.0, 2396.0]","[0.028776898980140686, 0.4052245318889618]",1.0002,1.0002,"[147455.5947754681, 0.4052245318889618]","[140225, 8000]","[147018.0, 4372.0]"
332,Case39_7.nii,"[144291.96875, 3164.414306640625]",8578135.0,"[144292.0, 3164.0]","[0.03754270449280739, 0.41442787647247314]",1.0001,1.0001,"[147455.58557212353, 0.41442787647247314]","[140225, 8000]","[147018.0, 4372.0]"
482,Case39_8.nii,"[143786.9375, 3669.410888671875]",12111184.0,"[143787.0, 3669.0]","[0.056721314787864685, 0.4108657240867615]",1.0001,1.0001,"[147455.5891342759, 0.4108657240867615]","[140225, 8000]","[147018.0, 4372.0]"
308,Case39_9.nii,"[143133.953125, 4322.42041015625]",5906407.5,"[143134.0, 4322.0]","[0.04086773097515106, 0.42032888531684875]",1.0001,1.0001,"[147455.57967111468, 0.42032888531684875]","[140225, 8000]","[147018.0, 4372.0]"
360,Case40_0.nii,"[147455.953125, 0.41161808371543884]",81058.7031,"[147456.0, 0.0]","[0.04508008807897568, 0.41161808371543884]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
427,Case40_1.nii,"[147455.96875, 0.40641453862190247]",16430754.0,"[147456.0, 0.0]","[0.03640934079885483, 0.40641453862190247]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
19,Case40_10.nii,"[143442.96875, 4013.417724609375]",14677106.0,"[143443.0, 4013.0]","[0.027417398989200592, 0.4177367091178894]",1.0001,1.0001,"[147455.58226329088, 0.4177367091178894]","[140225, 8000]","[147018.0, 4372.0]"
164,Case40_11.nii,"[143247.953125, 4208.41552734375]",14240262.0,"[143248.0, 4208.0]","[0.04859548807144165, 0.4153026342391968]",1.0001,1.0001,"[147455.58469736576, 0.4153026342391968]","[140225, 8000]","[147018.0, 4372.0]"
339,Case40_12.nii,"[143575.953125, 3880.407470703125]",4319759.5,"[143576.0, 3880.0]","[0.047975871711969376, 0.40752696990966797]",1.0001,1.0001,"[147455.5924730301, 0.40752696990966797]","[140225, 8000]","[147018.0, 4372.0]"
449,Case40_13.nii,"[143863.953125, 3592.3984375]",3226331.75,"[143864.0, 3592.0]","[0.043258145451545715, 0.39844197034835815]",1.0001,1.0001,"[147455.60155802965, 0.39844197034835815]","[140225, 8000]","[147018.0, 4372.0]"
436,Case40_14.nii,"[144181.953125, 3274.391357421875]",6433158.0,"[144182.0, 3274.0]","[0.04219768941402435, 0.3913686275482178]",1.0001,1.0001,"[147455.60863137245, 0.3913686275482178]","[140225, 8000]","[147018.0, 4372.0]"
343,Case40_15.nii,"[145058.96875, 2397.397705078125]",1436879.125,"[145059.0, 2397.0]","[0.03362390398979187, 0.3977830111980438]",1.0002,1.0002,"[147455.6022169888, 0.3977830111980438]","[140225, 8000]","[147018.0, 4372.0]"
154,Case40_16.nii,"[146513.96875, 942.4066162109375]",7998896.5,"[146514.0, 942.0]","[0.02768716961145401, 0.40658870339393616]",1.0004,1.0004,"[147455.5934112966, 0.40658870339393616]","[140225, 8000]","[147018.0, 4372.0]"
22,Case40_17.nii,"[147455.96875, 0.40770789980888367]",588603.9375,"[147456.0, 0.0]","[0.0274655818939209, 0.40770789980888367]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
175,Case40_18.nii,"[147455.953125, 0.4174348711967468]",3294970.0,"[147456.0, 0.0]","[0.042215242981910706, 0.4174348711967468]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
1,Case40_19.nii,"[147455.96875, 0.4230002164840698]",6680748.0,"[147456.0, 0.0]","[0.03668271005153656, 0.4230002164840698]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
9,Case40_2.nii,"[147455.953125, 0.4056756794452667]",14104931.0,"[147456.0, 0.0]","[0.04186026006937027, 0.4056756794452667]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
317,Case40_20.nii,"[147455.953125, 0.4084271788597107]",4955987.0,"[147456.0, 0.0]","[0.04538419097661972, 0.4084271788597107]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
462,Case40_21.nii,"[147455.96875, 0.41379910707473755]",6855036.0,"[147456.0, 0.0]","[0.035599470138549805, 0.41379910707473755]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
29,Case40_22.nii,"[147455.953125, 0.41599220037460327]",4305568.5,"[147456.0, 0.0]","[0.04601306468248367, 0.41599220037460327]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
145,Case40_23.nii,"[147455.96875, 0.417138934135437]",4767075.0,"[147456.0, 0.0]","[0.03579481691122055, 0.417138934135437]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
170,Case40_3.nii,"[146492.953125, 963.4112548828125]",15488317.0,"[146493.0, 963.0]","[0.04045623540878296, 0.4112641513347626]",1.0004,1.0004,"[147455.58873584867, 0.4112641513347626]","[140225, 8000]","[147018.0, 4372.0]"
181,Case40_4.nii,"[146337.953125, 1118.40283203125]",9290237.0,"[146338.0, 1118.0]","[0.04272354394197464, 0.40286582708358765]",1.0004,1.0004,"[147455.59713417292, 0.40286582708358765]","[140225, 8000]","[147018.0, 4372.0]"
6,Case40_5.nii,"[146251.953125, 1204.39892578125]",18103244.0,"[146252.0, 1204.0]","[0.04458305984735489, 0.39896470308303833]",1.0003,1.0003,"[147455.60103529692, 0.39896470308303833]","[140225, 8000]","[147018.0, 4372.0]"
435,Case40_6.nii,"[145513.953125, 1942.4063720703125]",4153427.0,"[145514.0, 1942.0]","[0.04475141689181328, 0.40639081597328186]",1.0002,1.0002,"[147455.59360918403, 0.40639081597328186]","[140225, 8000]","[147018.0, 4372.0]"
356,Case40_7.nii,"[145088.96875, 2367.406982421875]",19862276.0,"[145089.0, 2367.0]","[0.03627422824501991, 0.40698421001434326]",1.0002,1.0002,"[147455.59301579, 0.40698421001434326]","[140225, 8000]","[147018.0, 4372.0]"
442,Case40_8.nii,"[144572.953125, 2883.40966796875]",8025831.0,"[144573.0, 2883.0]","[0.048613108694553375, 0.40973812341690063]",1.0001,1.0001,"[147455.59026187658, 0.40973812341690063]","[140225, 8000]","[147018.0, 4372.0]"
350,Case40_9.nii,"[143678.96875, 3777.404052734375]",7638315.0,"[143679.0, 3777.0]","[0.033446863293647766, 0.4041445851325989]",1.0001,1.0001,"[147455.59585541487, 0.4041445851325989]","[140225, 8000]","[147018.0, 4372.0]"
300,Case41_0.nii,"[147455.96875, 0.4142051041126251]",4966453.0,"[147456.0, 0.0]","[0.02879198268055916, 0.4142051041126251]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
369,Case41_1.nii,"[147455.953125, 0.4089098274707794]",2481265.0,"[147456.0, 0.0]","[0.04096851497888565, 0.4089098274707794]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
391,Case41_10.nii,"[145205.953125, 2250.40625]",23629736.0,"[145206.0, 2250.0]","[0.04560375213623047, 0.4061477780342102]",1.0002,1.0002,"[147455.59385222197, 0.4061477780342102]","[140225, 8000]","[147018.0, 4372.0]"
264,Case41_11.nii,"[144576.9375, 2879.416015625]",13405046.0,"[144577.0, 2879.0]","[0.06027211993932724, 0.4161185026168823]",1.0001,1.0001,"[147455.58388149738, 0.4161185026168823]","[140225, 8000]","[147018.0, 4372.0]"
201,Case41_12.nii,"[143965.953125, 3490.41015625]",3045740.75,"[143966.0, 3490.0]","[0.03931663557887077, 0.4102385938167572]",1.0001,1.0001,"[147455.58976140618, 0.4102385938167572]","[140225, 8000]","[147018.0, 4372.0]"
97,Case41_13.nii,"[143998.953125, 3457.39208984375]",4008892.25,"[143999.0, 3457.0]","[0.04259011149406433, 0.3920104503631592]",1.0001,1.0001,"[147455.60798954964, 0.3920104503631592]","[140225, 8000]","[147018.0, 4372.0]"
93,Case41_14.nii,"[144058.953125, 3397.402099609375]",3656834.0,"[144059.0, 3397.0]","[0.04757583886384964, 0.40212056040763855]",1.0001,1.0001,"[147455.5978794396, 0.40212056040763855]","[140225, 8000]","[147018.0, 4372.0]"
212,Case41_15.nii,"[145321.96875, 2134.407958984375]",9489617.0,"[145322.0, 2134.0]","[0.03177732229232788, 0.4079360067844391]",1.0002,1.0002,"[147455.59206399322, 0.4079360067844391]","[140225, 8000]","[147018.0, 4372.0]"
260,Case41_16.nii,"[145724.96875, 1731.4005126953125]",749437.0625,"[145725.0, 1731.0]","[0.034667663276195526, 0.40048131346702576]",1.0002,1.0002,"[147455.59951868653, 0.40048131346702576]","[140225, 8000]","[147018.0, 4372.0]"
404,Case41_17.nii,"[146553.96875, 902.3917846679688]",588232.3125,"[146554.0, 902.0]","[0.028728850185871124, 0.39179447293281555]",1.0004,1.0004,"[147455.60820552707, 0.39179447293281555]","[140225, 8000]","[147018.0, 4372.0]"
254,Case41_18.nii,"[147455.984375, 0.40157052874565125]",6414564.0,"[147456.0, 0.0]","[0.014741756021976471, 0.40157052874565125]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
412,Case41_19.nii,"[147455.953125, 0.39408522844314575]",8272529.0,"[147456.0, 0.0]","[0.04493705928325653, 0.39408522844314575]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
74,Case41_2.nii,"[147455.953125, 0.4057430028915405]",15497024.0,"[147456.0, 0.0]","[0.04878242313861847, 0.4057430028915405]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
218,Case41_20.nii,"[147455.953125, 0.41319817304611206]",18277396.0,"[147456.0, 0.0]","[0.0513094887137413, 0.41319817304611206]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
85,Case41_21.nii,"[147455.953125, 0.40604352951049805]",21735016.0,"[147456.0, 0.0]","[0.04791051894426346, 0.40604352951049805]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
381,Case41_22.nii,"[147455.953125, 0.41418856382369995]",4121723.25,"[147456.0, 0.0]","[0.04530492424964905, 0.41418856382369995]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
285,Case41_23.nii,"[147455.953125, 0.4215007722377777]",0.169,"[147456.0, 0.0]","[0.047044768929481506, 0.4215007722377777]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
231,Case41_3.nii,"[147455.96875, 0.4076176583766937]",5691999.5,"[147456.0, 0.0]","[0.03839985281229019, 0.4076176583766937]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
237,Case41_4.nii,"[147455.953125, 0.4146239161491394]",2193957.0,"[147456.0, 0.0]","[0.04158436134457588, 0.4146239161491394]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
63,Case41_5.nii,"[147455.953125, 0.4087904393672943]",0.1629,"[147456.0, 0.0]","[0.04612677916884422, 0.4087904393672943]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
370,Case41_6.nii,"[147455.953125, 0.41534921526908875]",2481265.0,"[147456.0, 0.0]","[0.04606481269001961, 0.41534921526908875]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
292,Case41_7.nii,"[146606.953125, 849.4044189453125]",9827069.0,"[146607.0, 849.0]","[0.04081207513809204, 0.404409259557724]",1.0005,1.0005,"[147455.59559074044, 0.404409259557724]","[140225, 8000]","[147018.0, 4372.0]"
379,Case41_8.nii,"[146153.953125, 1302.3946533203125]",24728434.0,"[146154.0, 1302.0]","[0.04757653921842575, 0.3946470022201538]",1.0003,1.0003,"[147455.60535299778, 0.3946470022201538]","[140225, 8000]","[147018.0, 4372.0]"
282,Case41_9.nii,"[145779.953125, 1676.4093017578125]",22564560.0,"[145780.0, 1676.0]","[0.04298512637615204, 0.40927600860595703]",1.0002,1.0002,"[147455.5907239914, 0.40927600860595703]","[140225, 8000]","[147018.0, 4372.0]"
470,Case42_0.nii,"[147455.953125, 0.3992467522621155]",17032844.0,"[147456.0, 0.0]","[0.03927547112107277, 0.3992467522621155]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
310,Case42_1.nii,"[147455.953125, 0.4043779969215393]",5906407.5,"[147456.0, 0.0]","[0.048542603850364685, 0.4043779969215393]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
84,Case42_10.nii,"[139220.953125, 8235.4111328125]",21735016.0,"[139221.0, 8235.0]","[0.0438288189470768, 0.4115784466266632]",1.0,1.0,"[147455.58842155337, 0.4115784466266632]","[140225, 8000]","[147018.0, 4372.0]"
216,Case42_11.nii,"[138905.953125, 8550.4140625]",18277396.0,"[138906.0, 8550.0]","[0.04308818280696869, 0.41371574997901917]",1.0,1.0,"[147455.58628425002, 0.41371574997901917]","[140225, 8000]","[147018.0, 4372.0]"
283,Case42_12.nii,"[138731.953125, 8724.40234375]",22564560.0,"[138732.0, 8724.0]","[0.041767388582229614, 0.40191295742988586]",1.0,1.0,"[147455.59808704257, 0.40191295742988586]","[140225, 8000]","[147018.0, 4372.0]"
378,Case42_13.nii,"[138722.96875, 8733.419921875]",24728434.0,"[138723.0, 8733.0]","[0.029880966991186142, 0.4202513098716736]",1.0,1.0,"[147455.57974869013, 0.4202513098716736]","[140225, 8000]","[147018.0, 4372.0]"
389,Case42_14.nii,"[139731.953125, 7724.3974609375]",23629736.0,"[139732.0, 7724.0]","[0.042540181428194046, 0.397553026676178]",1.0001,1.0001,"[147455.60244697332, 0.397553026676178]","[140225, 8000]","[147018.0, 4372.0]"
279,Case42_15.nii,"[139656.96875, 7799.4033203125]",21670184.0,"[139657.0, 7799.0]","[0.024324551224708557, 0.4032551050186157]",1.0001,1.0001,"[147455.59674489498, 0.4032551050186157]","[140225, 8000]","[147018.0, 4372.0]"
226,Case42_16.nii,"[140885.953125, 6570.41455078125]",20778900.0,"[140886.0, 6570.0]","[0.039936162531375885, 0.4146764874458313]",1.0001,1.0001,"[147455.58532351255, 0.4146764874458313]","[140225, 8000]","[147018.0, 4372.0]"
80,Case42_17.nii,"[141696.96875, 5759.41015625]",17688978.0,"[141697.0, 5759.0]","[0.024546019732952118, 0.41019490361213684]",1.0001,1.0001,"[147455.5898050964, 0.41019490361213684]","[140225, 8000]","[147018.0, 4372.0]"
234,Case42_18.nii,"[142299.953125, 5156.41015625]",14946854.0,"[142300.0, 5156.0]","[0.04425174742937088, 0.41012096405029297]",1.0001,1.0001,"[147455.58987903595, 0.41012096405029297]","[140225, 8000]","[147018.0, 4372.0]"
71,Case42_19.nii,"[143043.96875, 4412.40673828125]",8420252.0,"[143044.0, 4412.0]","[0.03206424415111542, 0.4069333076477051]",1.0001,1.0001,"[147455.59306669235, 0.4069333076477051]","[140225, 8000]","[147018.0, 4372.0]"
120,Case42_2.nii,"[146648.953125, 807.395751953125]",4499024.0,"[146649.0, 807.0]","[0.04398287087678909, 0.3957321345806122]",1.0005,1.0005,"[147455.60426786542, 0.3957321345806122]","[140225, 8000]","[147018.0, 4372.0]"
273,Case42_20.nii,"[143538.953125, 3917.412841796875]",10323932.0,"[143539.0, 3917.0]","[0.049782153218984604, 0.41279417276382446]",1.0001,1.0001,"[147455.58720582724, 0.41279417276382446]","[140225, 8000]","[147018.0, 4372.0]"
400,Case42_21.nii,"[144038.96875, 3417.415283203125]",8798887.0,"[144039.0, 3417.0]","[0.03432118520140648, 0.41523849964141846]",1.0001,1.0001,"[147455.58476150036, 0.41523849964141846]","[140225, 8000]","[147018.0, 4372.0]"
103,Case42_22.nii,"[144922.96875, 2533.402587890625]",1685309.25,"[144923.0, 2533.0]","[0.03652138262987137, 0.40256524085998535]",1.0002,1.0002,"[147455.59743475914, 0.40256524085998535]","[140225, 8000]","[147018.0, 4372.0]"
206,Case42_23.nii,"[146045.96875, 1410.39892578125]",2275013.5,"[146046.0, 1410.0]","[0.028730101883411407, 0.39892005920410156]",1.0003,1.0003,"[147455.6010799408, 0.39892005920410156]","[140225, 8000]","[147018.0, 4372.0]"
53,Case42_3.nii,"[146291.953125, 1164.408447265625]",14680705.0,"[146292.0, 1164.0]","[0.04317740350961685, 0.4084825813770294]",1.0004,1.0004,"[147455.59151741862, 0.4084825813770294]","[140225, 8000]","[147018.0, 4372.0]"
48,Case42_4.nii,"[145633.96875, 1822.3997802734375]",10370398.0,"[145634.0, 1822.0]","[0.032472163438797, 0.39974090456962585]",1.0002,1.0002,"[147455.60025909543, 0.39974090456962585]","[140225, 8000]","[147018.0, 4372.0]"
133,Case42_5.nii,"[144304.96875, 3151.400146484375]",7056876.0,"[144305.0, 3151.0]","[0.03177938610315323, 0.4000292420387268]",1.0001,1.0001,"[147455.59997075796, 0.4000292420387268]","[140225, 8000]","[147018.0, 4372.0]"
306,Case42_6.nii,"[142560.96875, 4895.39892578125]",11889834.0,"[142561.0, 4895.0]","[0.03059597685933113, 0.39915731549263]",1.0001,1.0001,"[147455.6008426845, 0.39915731549263]","[140225, 8000]","[147018.0, 4372.0]"
481,Case42_7.nii,"[141541.96875, 5914.40283203125]",12111184.0,"[141542.0, 5914.0]","[0.03509262576699257, 0.4026358425617218]",1.0001,1.0001,"[147455.59736415744, 0.4026358425617218]","[140225, 8000]","[147018.0, 4372.0]"
330,Case42_8.nii,"[140623.953125, 6832.404296875]",11670437.0,"[140624.0, 6832.0]","[0.04343540966510773, 0.40424439311027527]",1.0001,1.0001,"[147455.5957556069, 0.40424439311027527]","[140225, 8000]","[147018.0, 4372.0]"
458,Case42_9.nii,"[139439.96875, 8016.4130859375]",17501410.0,"[139440.0, 8016.0]","[0.03854815289378166, 0.4132661819458008]",1.0001,1.0001,"[147455.58673381805, 0.4132661819458008]","[140225, 8000]","[147018.0, 4372.0]"
415,Case43_0.nii,"[147455.96875, 0.4089982807636261]",8272529.0,"[147456.0, 0.0]","[0.030537806451320648, 0.4089982807636261]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
256,Case43_1.nii,"[146354.96875, 1101.395263671875]",7026231.0,"[146355.0, 1101.0]","[0.03756561130285263, 0.39524853229522705]",1.0004,1.0004,"[147455.6047514677, 0.39524853229522705]","[140225, 8000]","[147018.0, 4372.0]"
469,Case43_10.nii,"[141473.953125, 5982.4111328125]",17032844.0,"[141474.0, 5982.0]","[0.04580303281545639, 0.4109707772731781]",1.0001,1.0001,"[147455.58902922273, 0.4109707772731781]","[140225, 8000]","[147018.0, 4372.0]"
324,Case43_11.nii,"[142026.96875, 5429.41064453125]",15538074.0,"[142027.0, 5429.0]","[0.03162645921111107, 0.41074806451797485]",1.0001,1.0001,"[147455.58925193548, 0.41074806451797485]","[140225, 8000]","[147018.0, 4372.0]"
152,Case43_12.nii,"[141878.96875, 5577.40576171875]",7998896.5,"[141879.0, 5577.0]","[0.025463853031396866, 0.40596887469291687]",1.0001,1.0001,"[147455.5940311253, 0.40596887469291687]","[140225, 8000]","[147018.0, 4372.0]"
37,Case43_13.nii,"[142615.984375, 4840.4111328125]",5857395.0,"[142616.0, 4840.0]","[0.0204361192882061, 0.41123244166374207]",1.0001,1.0001,"[147455.58876755834, 0.41123244166374207]","[140225, 8000]","[147018.0, 4372.0]"
41,Case43_14.nii,"[144878.96875, 2577.408447265625]",2398130.0,"[144879.0, 2577.0]","[0.02543731778860092, 0.4084867835044861]",1.0002,1.0002,"[147455.5915132165, 0.4084867835044861]","[140225, 8000]","[147018.0, 4372.0]"
140,Case43_15.nii,"[147455.96875, 0.41661131381988525]",5619839.0,"[147456.0, 0.0]","[0.035502806305885315, 0.41661131381988525]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
329,Case43_16.nii,"[147455.96875, 0.3970027267932892]",11670437.0,"[147456.0, 0.0]","[0.03302382677793503, 0.3970027267932892]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
456,Case43_17.nii,"[147455.953125, 0.4057314991950989]",17501410.0,"[147456.0, 0.0]","[0.04419028386473656, 0.4057314991950989]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
303,Case43_18.nii,"[147455.96875, 0.41218191385269165]",4966453.0,"[147456.0, 0.0]","[0.03159662336111069, 0.41218191385269165]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
479,Case43_19.nii,"[147455.953125, 0.40134692192077637]",6194775.0,"[147456.0, 0.0]","[0.04066208004951477, 0.40134692192077637]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
190,Case43_2.nii,"[146410.953125, 1045.4144287109375]",14804329.0,"[146411.0, 1045.0]","[0.039644863456487656, 0.4144778549671173]",1.0004,1.0004,"[147455.58552214503, 0.4144778549671173]","[140225, 8000]","[147018.0, 4372.0]"
162,Case43_20.nii,"[147455.953125, 0.4181736707687378]",6075602.5,"[147456.0, 0.0]","[0.046185802668333054, 0.4181736707687378]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
17,Case43_21.nii,"[147455.953125, 0.4009822607040405]",14677106.0,"[147456.0, 0.0]","[0.041431866586208344, 0.4009822607040405]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
446,Case43_22.nii,"[147455.96875, 0.40720903873443604]",0.1644,"[147456.0, 0.0]","[0.03812430053949356, 0.40720903873443604]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
337,Case43_23.nii,"[147455.96875, 0.40929532051086426]",4319759.5,"[147456.0, 0.0]","[0.0325164720416069, 0.40929532051086426]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
118,Case43_3.nii,"[145988.953125, 1467.4027099609375]",14161838.0,"[145989.0, 1467.0]","[0.03940935432910919, 0.402701199054718]",1.0003,1.0003,"[147455.59729880095, 0.402701199054718]","[140225, 8000]","[147018.0, 4372.0]"
106,Case43_4.nii,"[145639.96875, 1816.4066162109375]",1776822.125,"[145640.0, 1816.0]","[0.034504130482673645, 0.4065682291984558]",1.0002,1.0002,"[147455.5934317708, 0.4065682291984558]","[140225, 8000]","[147018.0, 4372.0]"
193,Case43_5.nii,"[144579.96875, 2876.401611328125]",2068421.625,"[144580.0, 2876.0]","[0.0353500172495842, 0.40159279108047485]",1.0001,1.0001,"[147455.59840720892, 0.40159279108047485]","[140225, 8000]","[147018.0, 4372.0]"
244,Case43_6.nii,"[143972.96875, 3483.402099609375]",6952301.0,"[143973.0, 3483.0]","[0.03052198886871338, 0.40216657519340515]",1.0001,1.0001,"[147455.5978334248, 0.40216657519340515]","[140225, 8000]","[147018.0, 4372.0]"
419,Case43_7.nii,"[143108.953125, 4347.419921875]",13832028.0,"[143109.0, 4347.0]","[0.0440656952559948, 0.4196855425834656]",1.0001,1.0001,"[147455.58031445742, 0.4196855425834656]","[140225, 8000]","[147018.0, 4372.0]"
267,Case43_8.nii,"[142162.953125, 5293.41796875]",13405046.0,"[142163.0, 5293.0]","[0.04393593221902847, 0.41799110174179077]",1.0001,1.0001,"[147455.58200889826, 0.41799110174179077]","[140225, 8000]","[147018.0, 4372.0]"
393,Case43_9.nii,"[141456.953125, 5999.4091796875]",11069523.0,"[141457.0, 5999.0]","[0.047127798199653625, 0.4089580774307251]",1.0001,1.0001,"[147455.59104192257, 0.4089580774307251]","[140225, 8000]","[147018.0, 4372.0]"
100,Case44_0.nii,"[147455.953125, 0.4228817820549011]",1685309.25,"[147456.0, 0.0]","[0.04384690523147583, 0.4228817820549011]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
203,Case44_1.nii,"[147455.96875, 0.4006059169769287]",3045740.75,"[147456.0, 0.0]","[0.03322144225239754, 0.4006059169769287]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
132,Case44_10.nii,"[143178.9375, 4277.4033203125]",7056876.0,"[143179.0, 4277.0]","[0.055361658334732056, 0.4035627543926239]",1.0001,1.0001,"[147455.5964372456, 0.4035627543926239]","[140225, 8000]","[147018.0, 4372.0]"
47,Case44_11.nii,"[142967.953125, 4488.40625]",9786311.0,"[142968.0, 4488.0]","[0.04102173447608948, 0.4062347710132599]",1.0001,1.0001,"[147455.593765229, 0.4062347710132599]","[140225, 8000]","[147018.0, 4372.0]"
478,Case44_12.nii,"[142865.953125, 4590.4111328125]",6194775.0,"[142866.0, 4590.0]","[0.04586837440729141, 0.4112144112586975]",1.0001,1.0001,"[147455.58878558874, 0.4112144112586975]","[140225, 8000]","[147018.0, 4372.0]"
304,Case44_13.nii,"[142598.953125, 4857.4072265625]",11889834.0,"[142599.0, 4857.0]","[0.04829708859324455, 0.40707117319107056]",1.0001,1.0001,"[147455.5929288268, 0.40707117319107056]","[140225, 8000]","[147018.0, 4372.0]"
316,Case44_14.nii,"[143003.953125, 4452.4091796875]",4955987.0,"[143004.0, 4452.0]","[0.04152592271566391, 0.4089837670326233]",1.0001,1.0001,"[147455.59101623297, 0.4089837670326233]","[140225, 8000]","[147018.0, 4372.0]"
475,Case44_15.nii,"[144082.96875, 3373.396484375]",11489724.0,"[144083.0, 3373.0]","[0.03541060537099838, 0.3965241014957428]",1.0001,1.0001,"[147455.6034758985, 0.3965241014957428]","[140225, 8000]","[147018.0, 4372.0]"
60,Case44_16.nii,"[147455.96875, 0.40033769607543945]",0.1629,"[147456.0, 0.0]","[0.03724870830774307, 0.40033769607543945]",,1.0,"[147456.0, 0.0]","[148225, 0]","[147018.0, 0.0]"
